lst_temperature,ndvi,ndbi,ndwi,built_up_density,green_cover_percentage,water_body_distance_km,air_temperature,humidity,wind_speed,heat_risk_score
43.479120971119265,0.33527098583883397,0.8010185439379678,0.2789472116237456,0.27063301091573716,53.73236228511131,3.853470569553694,41.363093189708216,30.765113470399562,7.404631254746805,58.54
46.53529977697204,0.46851232805243187,0.775933129289581,0.17736567953093246,0.3704290413385827,31.83840892482341,0.5063228293000416,42.06972992387389,53.42489796049291,11.097052881024485,52.71
47.413960487898066,0.6305287288594285,0.7448684479516332,0.07785548314078704,0.5500407527952756,5.277795820935896,0.9405895619242295,39.61183220512173,58.514297015851774,13.61011678921052,62.01
35.40919412069738,0.3552112773292751,0.332629951359,0.05196860213418866,0.5567786946694504,14.799286150645974,3.41510717447605,35.43158262082962,62.470518822602685,10.403181224026989,43.7
44.64519602790402,0.5730968323729212,0.47123486532112213,0.11533124157209765,0.7118716279812316,10.26712914768411,1.15955937188052,28.125158585767092,60.411596987596226,9.978210279104385,42.04
43.614580620439355,0.3482952540999209,0.5981188371670256,0.05591879925106298,0.2858975551519801,37.756954013104526,2.461261789487036,37.60901381018021,59.424948583721154,9.61661984000709,53.28
39.184143214908275,0.24756756374069788,0.2215724841975576,0.17468695569294496,0.36093850461464694,24.24348947368108,4.296334751687198,31.976971259710794,27.62362337600797,5.376606704263958,39.77
41.2383302945379,0.41207089902183086,0.7487287463744894,0.265725416130955,0.5047901460800529,45.3290600026338,1.0014700155569787,28.38610524327563,29.05215373490388,10.668312207157403,38.88
31.225435580672034,0.3756791038171862,0.30661847189921787,0.27852815003109443,0.534617206680523,22.81310375701709,1.6472580279098072,38.71480408302111,41.28156747490257,3.051799031793212,28.73
47.23795329099029,0.6405774489599445,0.6897949936675247,0.10634798458380784,0.926882283010793,43.49504700622132,3.641072907963179,35.63914553644441,37.25087028303216,3.1566915458419915,59.53
37.11552579667222,0.18153618711689967,0.4141696369054567,0.2316878275767584,0.3325795872044238,47.543942772803526,3.8408937432090084,40.230870251165925,44.444186789879666,9.52770608842932,48.58
40.9969320310964,0.1048888087409279,0.49106518151942674,0.01664566954475699,0.5704931144333891,20.152783041304836,0.8937161065570252,29.757850451283378,51.44400574799704,4.047115622442633,47.73
39.6212227940079,0.27546537294764406,0.6136408440369917,0.009121548411879,0.918919409931084,28.079778721030813,3.9571290908013736,29.406409998681454,46.899624887717216,7.8884839322542515,51.02
39.434561047521505,0.3577681106870199,0.3868829641643255,0.1326275989370209,0.5905043018536533,25.82339593586243,0.30373798342558606,42.04696271130408,65.32723473278949,3.6829890679833293,44.6
30.171514822708872,0.48695606047587753,0.39686364868730584,0.2637690538767607,0.745245960715162,42.969669579718165,0.7171565405883036,43.57220136733933,35.359629590269634,2.4489506741141573,32.82
35.418445677248776,0.5893633330360685,0.7657760304450112,0.12685555712908614,0.9146745463023087,18.127727583286166,2.67227422031223,32.35140653964925,67.12196065220334,3.9752938109842177,40.12
36.70194120006076,0.6950441166362941,0.8241740863784397,0.2994432077827797,0.8680943681588937,49.45922526428889,2.6905201298549555,33.37079388112348,59.74055944499446,9.939935158013133,41.58
29.889333361230307,0.5354132473768668,0.3837223611460053,0.3747252602135117,0.3807279312542636,9.383412485397272,4.189340826199549,30.6058333826164,33.06707386709826,9.192593498250123,22.14
34.206473458001895,0.5553131448567654,0.8802784982426772,0.20029647448093693,0.3079231269134381,3.7246869608264803,1.302348943994505,30.240977702370856,55.49464031257858,3.4619900555423735,37.14
41.88524871285773,0.42772579599358646,0.3398429561620403,0.3216498104729051,0.7365553472118513,41.42716820360817,0.8290772074751036,30.103814662055857,66.74031479529285,6.770938325899287,38.34
37.77168090703067,0.4808617382963285,0.868936279932879,0.114578490752822,0.8936063219840202,4.292693552085328,2.8649506031687584,38.777576898578445,29.7653831687839,3.6840751647669516,60.26
47.324638242863635,0.43742765960234226,0.8531162551201479,0.3217443662451883,0.5505362011664687,43.80769936111375,0.28561656308954114,29.855447945017495,62.324287669723134,11.56180505990194,41.4
38.61539181198107,0.44391028345500705,0.8074172676432079,0.24124286293549027,0.5094286769552603,22.4575702571735,2.2442340145928474,39.08282743485956,64.03707842885461,7.4467625849155965,53.02
32.733247259951625,0.5349092821582401,0.7715981343967373,0.042111231941649986,0.24991914271638363,33.910550515335494,0.9016315721249517,42.0192912377578,38.96506032658335,3.7264631956537118,41.05
31.310634454705564,0.2350680535196581,0.307529376634441,0.04619602546614199,0.21586101225233004,5.880561276541526,1.0382790604920928,28.90749285466198,51.6014717249937,10.168574321594077,30.46
34.35982193904099,0.37794205406444953,0.812503459564226,0.3404526507288824,0.23260629650959397,12.437917299019253,1.3363753813011008,32.239588789147604,50.70546932842477,6.995149108438307,33.59
35.47228276919143,0.39043941666646415,0.2711703320326012,0.3333834215154239,0.2389713998488282,51.091777188939226,0.6757430795834023,42.3407741771618,65.61939147674278,13.754848167039112,31.72
43.58955081542658,0.4676141293971059,0.7452974482046903,0.05382088336525884,0.602051026960728,29.739589249901552,4.3163462917882764,35.86758921508977,42.329027324515906,9.674759254845322,55.39
30.795368219079137,0.3606202281154347,0.4918225580164195,0.09302797621154948,0.475633857586346,22.052407390964866,1.7719787091802182,34.450889355357795,55.85845054551754,5.562517694855424,34.98
46.32696039076356,0.362591778395051,0.4298528435032821,0.21417391593200127,0.8364203665802183,36.934541709125305,4.061080774145972,37.056278693117584,53.48129331704293,5.457867370189541,61.86
32.04809186251437,0.5016187837320238,0.8025033478281258,0.05284113492061757,0.6607848054064398,7.9449789079566,3.683435015702849,29.436384719999843,67.11729202152817,3.648895160453626,37.32
44.01768352170193,0.4358933029031301,0.7478368732406828,0.31804593559323435,0.9095202971129976,16.175934399637732,3.032364297719884,29.61583635859482,52.727456501085456,4.055495649113466,58.1
39.448610280676995,0.35289034943779773,0.5658422428591859,0.3055693560026352,0.79943353738405,28.591967209922316,3.078048519308539,43.83101600673173,30.388011482550525,3.405242790801326,60.0
41.157265700810555,0.3220953955137466,0.7420249912992902,0.26849256532343707,0.45022831874617864,49.71506046279986,3.860154305939131,32.599093995472984,41.38864079974243,5.773279762451155,46.35
30.955667450843833,0.6584828511942336,0.5065328260391273,0.15332792911096393,0.7472642815080335,31.755639393150798,4.6934719368246185,41.265125396459666,46.571630385604315,6.5163136817699145,39.64
42.35520472007287,0.6682765290024967,0.28293500405192895,0.34021347167631305,0.6778054129934057,9.339927273425854,3.0236383998522594,39.663638206792626,25.553620864987128,7.451815542100959,47.81
33.9071805068818,0.3480562531690582,0.5096198889475252,0.12077095657699664,0.8888314216366657,43.62728984243883,0.7308243727813304,44.94958918323874,64.56400109384853,5.406901254368467,47.83
30.128390637427657,0.6994180748082551,0.6659793152745759,0.2600500062235188,0.26783054523809957,49.645736742624514,0.3391976153814532,32.0940769866995,31.435984382498575,11.321215288306622,19.23
46.212764542617705,0.47657487556286854,0.22531389734628737,0.0021719336514801845,0.2387434377607992,34.508109237681836,4.047112692125193,32.05539795066561,63.22339793153828,2.6867832818391246,52.7
46.55590860344561,0.5518704594178473,0.688684548785046,0.33519208746215323,0.23011347466029983,13.49266975739088,0.7996336606670869,36.57702683328077,58.533465774798,9.560142134916784,49.3
31.10425984882182,0.527503709757855,0.33512904360823287,0.10830350052712011,0.7324285229609779,53.970648814731454,3.135409308689934,28.926505354852026,52.73390364673898,2.508206618962005,25.44
42.19156570201241,0.16253310017462708,0.26420470407693863,0.0734132915521276,0.9350203846656444,26.845153407841472,3.9635885520387584,38.818941815832204,50.758591748138684,3.7415630559805964,64.04
34.02685265029436,0.42571119027490234,0.6898431612123462,0.25969326209812355,0.9054458072716389,10.718827475843016,2.640093144545322,34.86858464259302,46.33759282671782,3.4306103143729354,46.09
33.56151091562515,0.2480579924445403,0.499532249576945,0.2443950188146513,0.6759718380636972,24.414166622449653,2.1621589252577462,31.699684953848354,51.473781178405375,5.804490935806855,32.83
36.368000883137206,0.35818623880861067,0.3579150077429477,0.2289831732488463,0.6243289253239408,39.50411341773931,3.3101527145658083,39.09136196085754,39.22963683208194,11.449186663831446,42.92
36.6283639035978,0.45690811261168707,0.452460134115178,0.20509569784270332,0.7525292663616652,49.0929501096328,4.62107454701692,36.56175972811269,48.41238016332561,11.598444929166037,41.01
44.74764724690137,0.37119207023632517,0.2810997070346879,0.02882365882917748,0.8314949082795973,5.889531679157651,1.5469348934415483,33.68021068852628,32.78475003362172,5.766720437623871,55.41
28.293656871201414,0.5876627259384462,0.7995836165021908,0.14890462927661927,0.3152096742954761,34.243701213144206,0.7744282681514929,34.20362913833029,68.12931314054376,13.945573671003645,19.38
34.219230198415325,0.49698228195796007,0.6937844558388089,0.15513667806545992,0.6806664759396195,3.5578375387351646,1.2034767612907589,36.92650115044344,32.368808691623315,3.9908824145184036,48.48
47.78266005367211,0.4113801282184914,0.7873488116171994,0.39612866573050903,0.30619691642658103,26.308771889226257,2.0843490360412154,29.360837821985147,58.989857775763504,7.205348327871116,53.73
31.013459476264803,0.16760232395006425,0.8349725355093505,0.017859635589711553,0.3746392137077797,18.187085176355474,2.552948203527615,37.96956794125153,47.19804891328,3.0093840146825843,40.99
44.871767695250824,0.4644326553109983,0.6544043350939921,0.268081302140542,0.7721772642796467,6.021641049515262,1.9597202476765394,37.171966399448536,40.23054174837967,12.133746479446238,61.15
43.37255178918758,0.6038100859727599,0.5533540380324486,0.36382089754853997,0.6403429554027354,47.21426353935353,1.8348358188393163,36.47988829503525,48.913496845206,3.259756590752847,47.74
46.34675345103352,0.46004095623708247,0.3242546077058772,0.135542254243842,0.34370225724702486,4.290802853525772,4.6518102008193285,35.619524580366814,38.83907825893537,9.181726298692839,57.64
33.56044213201628,0.5069717527042801,0.6436388411484841,0.39272237901701423,0.665268282243533,27.830305428642106,3.8548763032832367,43.3565738233889,57.43131760232582,13.558534682592555,39.5
